age_of_head,building_id,children,household_id,income,persons,puma,tenure,workers
29,528022,0,315444,47800,1,11603,2,1
51,514236,0,288932,17500,1,11603,2,0
61,1017868,0,1337181,172000,2,11703,1,2
46,1143759,2,1522049,94500,4,11705,1,2
27,670466,0,1040505,12000,1,11502,2,0
69,452620,1,788430,63800,3,11611,1,1
41,16409,2,582595,67400,4,11616,2,1
32,538301,0,849954,23600,2,11612,2,2
26,526973,0,263937,32200,2,11603,2,1
67,865270,0,1181418,96000,2,11507,1,0
74,370695,0,444151,108800,4,11606,1,1
32,26608,2,579613,160000,4,11616,1,2
62,976976,0,1358999,228200,3,11703,1,3
59,1072635,0,1429234,55600,2,11701,1,1
28,189982,0,279116,86000,2,11603,2,2
68,652107,0,25992,35490,2,11802,1,0
29,528850,2,300800,14530,3,11603,2,1
28,963044,2,1319327,54700,4,11703,2,2
44,909978,3,1242564,37420,9,11506,1,1
22,702298,0,1257629,36000,1,11506,2,1
46,549426,0,171811,120000,1,11601,1,1
59,36729,0,263951,703300,3,11603,1,2
63,752048,0,1270113,130000,3,11503,1,2
56,499081,0,627844,50000,2,11608,2,2
50,1014878,0,1446485,29500,1,11701,2,1
41,554828,0,271155,56000,1,11603,1,1
27,309280,1,936329,76000,3,11614,2,2
60,993322,0,1393870,263800,2,11702,1,2
37,738883,2,1059388,103600,4,11502,1,2
60,1153490,0,1350760,215400,2,11703,1,2
54,905427,0,1246589,188300,2,11506,1,2
68,488274,0,111156,20000,1,11602,3,1
61,554790,0,461234,79904,2,11606,1,2
54,833931,0,1266936,596010,3,11506,1,3
70,1146824,0,1522674,112000,2,11705,1,1
66,1066119,0,1546432,54100,2,11705,1,0
30,316147,1,704272,149000,3,11610,1,2
60,825462,1,1267237,136000,4,11506,1,3
40,487919,0,711390,75000,1,11610,1,1
69,181424,0,203274,168100,3,11601,1,1
49,693061,0,1028979,63000,1,11505,2,1
34,84622,2,509412,264100,4,11607,1,1
42,436626,1,353983,460600,3,11604,1,2
26,554775,0,291967,80000,1,11603,2,1
34,509847,0,553264,106000,2,11616,1,2
33,738174,1,1077640,25000,3,11502,1,1
31,1147796,0,1480802,72000,2,11704,1,2
54,1097716,0,1562437,82000,2,11706,1,2
24,516981,1,536220,15100,2,11607,2,0
55,648501,0,18091,4500,2,11802,1,1
45,1113630,1,1593431,44000,3,11706,1,2
42,554720,0,488027,56000,1,11607,2,1
29,639152,0,13733,155500,3,11802,2,3
65,841986,0,1066960,152100,2,11502,1,1
56,884836,0,1309606,90000,1,11503,1,1
39,62803,1,679032,265000,3,11609,2,2
21,527923,0,567099,98000,3,11616,2,1
82,550386,0,654799,8400,1,11609,2,0
39,545334,0,887941,46000,1,11613,2,1
72,77174,0,985785,33500,2,11615,1,0
47,820753,1,1227817,21500,2,11506,2,0
68,1198152,0,1586979,69200,2,11706,1,0
48,50727,0,817903,155000,2,11612,1,2
33,575247,3,66206,46200,5,11801,1,1
61,549747,0,310250,17100,1,11603,2,0
35,482317,0,420262,120000,2,11605,2,2
74,76877,0,386521,25200,1,11605,2,0
51,298491,2,731054,83000,4,11610,1,2
74,1111188,0,1558081,33500,1,11706,1,0
45,240888,1,917781,51800,4,11614,2,1
61,827095,0,1011450,64800,2,11505,1,1
71,690191,0,1288535,12000,1,11503,2,0
38,291917,1,643333,171400,3,11608,1,1
52,539559,0,470402,180650,3,11606,1,2
81,274886,0,738698,23100,2,11610,1,0
55,798447,0,1018821,101000,2,11505,1,2
50,533356,4,880882,52000,9,11613,2,2
32,1121250,0,1495341,213000,2,11704,1,2
27,548948,0,796864,36600,1,11611,2,0
94,1164657,0,1497655,70000,1,11704,2,0
44,550743,2,797725,76500,6,11611,2,3
94,516090,0,251485,37200,1,11603,2,0
43,445348,2,440523,122100,4,11606,1,2
30,848088,0,1288067,10000,1,11503,2,0
35,554151,0,746562,95000,1,11610,1,1
75,612283,0,69382,95800,4,11801,1,2
77,453179,2,421421,173500,6,11605,1,2
25,525645,0,302186,41000,2,11603,2,2
36,316928,2,425383,67200,4,11605,2,2
53,455985,0,650804,47000,3,11609,1,3
43,246164,0,339956,153000,2,11604,1,1
39,1012652,0,1528696,48000,1,11705,1,1
56,294852,0,682524,63000,2,11609,1,2
39,535473,0,427856,65000,1,11605,2,1
66,709566,0,1238962,23200,2,11506,2,0
64,265524,0,229708,30000,2,11601,1,0
56,260132,0,885240,50000,1,11613,1,1
44,151559,2,575913,32200,3,11616,1,1
76,1084537,1,1582772,39800,2,11706,1,0
56,773879,0,1065574,126000,2,11502,1,2
66,414782,0,483973,12260,1,11606,3,0
87,328902,0,661745,8800,1,11609,2,0
33,999012,2,1367049,65000,3,11702,1,1
76,328049,0,599309,72300,2,11608,1,0
84,351850,0,446553,20000,2,11606,1,0
79,195486,0,966869,102100,3,11615,1,1
68,633094,0,37777,38700,1,11802,1,0
33,1064425,2,1376087,148200,6,11702,1,2
65,389422,0,115107,118000,2,11602,1,2
54,122419,0,959563,100250,4,11615,1,1
37,535303,0,319913,110000,1,11603,2,1
88,953358,0,1379966,32500,1,11702,2,0
45,554253,1,936431,51800,4,11614,2,1
57,982989,0,1517310,32700,2,11705,1,1
54,1172283,0,1328640,181350,3,11703,1,2
76,884231,0,1168936,462600,2,11504,1,0
31,968119,0,1408050,148000,3,11701,1,3
63,469961,0,414122,74000,4,11605,2,3
43,690337,0,1172337,27100,2,11504,2,1
34,555006,0,553494,100000,1,11616,1,1
68,1109855,0,1587961,36700,2,11706,3,0
55,18000,0,983531,58000,3,11615,1,2
32,817430,2,1223697,48000,5,11506,2,1
39,531863,1,896944,20000,3,11613,2,2
41,538404,0,850580,91000,2,11612,2,2
42,550697,0,333086,176000,2,11604,1,1
57,996174,0,1442018,379500,2,11701,1,2
39,873259,0,1248976,80000,1,11506,2,1
79,589687,0,66384,20000,1,11801,3,0
57,555633,0,682606,145000,2,11609,1,1
26,520291,3,854575,36000,4,11612,2,1
41,524178,0,544197,413000,1,11607,2,1
56,376548,0,546494,40750,2,11607,1,2
72,554579,0,439773,50500,2,11606,1,0
39,1157222,0,1347264,8200,1,11703,2,0
38,588631,0,48362,37000,1,11802,2,1
56,105488,0,974930,6100,1,11615,1,0
40,133953,2,213515,131000,5,11601,1,2
70,845769,0,1293686,119400,2,11503,1,0
50,659820,0,1032789,60000,3,11502,1,3
33,511597,0,523831,210000,2,11607,2,2
29,1072856,0,1311397,58000,1,11703,2,1
64,432907,0,442553,49100,1,11606,1,1
54,243377,0,855205,0,2,11612,2,0
82,365915,0,978198,33100,2,11615,2,0
27,700303,1,1226662,57000,3,11506,2,2
35,548830,2,464386,91400,5,11606,2,3
47,312963,1,134883,710000,3,11602,1,1
31,554346,0,602096,419000,2,11608,2,1
63,824098,0,1263624,164400,4,11506,1,3
60,555987,0,754146,49200,1,11610,1,1
51,169216,0,718841,0,1,11610,1,0
36,716229,0,1211882,55000,1,11507,1,1
87,1053314,0,1478330,89500,1,11704,2,0
72,648384,0,82173,14400,1,11801,2,0
40,66713,0,139643,110000,1,11602,2,1
64,627319,0,59785,10500,1,11801,2,0
59,350093,0,940022,5800,2,11614,2,1
34,122722,0,636677,110000,2,11608,1,2
62,97298,0,902008,186450,4,11614,1,2
89,555548,0,538823,20400,1,11607,2,0
76,664044,0,1058236,235600,2,11502,1,1
50,4738,0,452322,134000,2,11606,1,2
62,529312,0,608149,120000,2,11608,2,2
55,960797,0,1556145,7800,2,11706,2,0
53,128524,0,943376,120600,3,11615,1,2
63,80746,0,347551,91000,2,11604,1,1
72,982679,0,1413305,42390,2,11701,1,0
73,255109,0,733534,172750,2,11610,1,0
29,530056,0,320517,138000,2,11603,2,2
67,793521,0,1130570,69600,2,11501,1,0
67,403539,0,940798,327800,2,11614,1,0
84,682925,0,1309799,5100,1,11503,2,0
67,532338,0,519733,28400,1,11607,2,0
37,859547,0,1181020,164400,4,11507,1,4
21,629458,0,56748,69000,2,11801,2,2
89,190272,0,691063,339000,2,11609,1,0
76,561770,0,30589,42600,2,11802,1,0
42,556038,1,654133,114500,3,11609,2,2
78,192672,0,856849,32150,1,11613,1,0
59,198772,0,540735,52500,2,11607,1,1
23,549057,0,493095,25000,1,11607,2,1
34,551483,2,820208,20980,4,11612,1,1
45,977307,0,1358667,40000,1,11703,2,1
59,966250,0,1321373,5100,1,11703,2,0
22,884860,0,1310025,55000,2,11503,2,1
25,533589,0,789918,72000,2,11611,2,1
43,42432,1,803594,41500,2,11611,1,1
35,548623,0,601103,141200,1,11608,2,1
64,106880,0,840725,84200,2,11612,1,1
67,225000,0,665347,61200,2,11609,1,1
67,203485,0,245991,150740,2,11603,1,1
65,434119,0,290454,68700,2,11603,1,1
37,666735,2,1068765,103600,4,11502,1,2
43,296627,2,806150,87000,4,11611,1,2
70,108747,0,232201,24000,1,11601,1,0
35,590076,3,42908,60000,7,11802,2,2
65,534852,0,250975,68700,2,11603,1,1
42,513181,0,855197,167000,2,11612,2,1
50,488528,0,740790,180000,2,11610,1,2
72,97865,0,110422,68700,2,11602,1,0
20,430194,0,117016,5960,4,11602,2,1
48,779452,0,1242006,110100,2,11506,1,2
21,536758,0,304282,3600,2,11603,2,2
43,879922,2,1095030,107000,4,11501,1,2
5,549079,2,520100,110900,2,11607,2,2
74,596249,0,78520,50850,2,11801,1,0
45,168708,2,781769,106500,4,11611,1,1
67,528438,0,219916,100000,1,11601,2,1
29,523443,0,284712,150000,1,11603,2,1
59,830425,0,1204138,150000,2,11507,1,1
40,215254,0,506177,90000,1,11607,1,1
37,894290,0,1096326,9100,1,11501,2,0
58,522657,0,313425,122000,2,11603,1,0
67,879472,0,1123823,57600,1,11501,1,0
24,806512,1,1084591,0,2,11501,3,0
36,752693,0,1177421,2500,2,11504,2,1
72,770710,0,1044891,64100,1,11502,1,0
66,6751,1,897620,107500,4,11613,2,2
64,260010,0,554982,207600,2,11616,1,1
32,514324,0,341381,118000,2,11604,2,2
32,546077,0,975378,69500,2,11615,2,1
40,66107,4,587161,200600,6,11616,1,1
50,672100,0,1045046,60000,3,11502,1,3
66,904893,0,1112105,11800,1,11501,2,0
20,183794,0,130340,5960,4,11602,2,1
36,513782,0,770714,46500,3,11611,2,3
29,958634,0,1382354,40000,1,11702,1,1
53,714884,3,998445,119000,5,11505,2,1
39,538692,1,927536,57000,3,11614,2,1
63,555050,0,851113,59000,1,11612,2,1
42,533003,0,310332,28800,1,11603,2,0
32,259046,0,556824,105000,2,11616,2,2
61,554265,0,857206,48000,1,11613,1,0
65,616203,0,15113,71060,2,11802,1,1
42,554194,0,419328,35000,1,11605,2,1
56,252428,0,123026,33500,1,11602,2,1
70,512870,0,765416,14430,1,11611,2,0
50,533550,0,734631,7790,1,11610,2,1
55,431515,0,442920,109620,5,11606,1,2
44,782530,1,1188285,203000,3,11507,1,2
51,910652,0,1112473,40500,2,11501,1,1
63,299864,1,839340,52600,4,11612,1,1
82,1025330,0,1574294,62800,2,11706,1,1
49,1144505,1,1388489,38000,3,11702,1,1
59,180054,0,919157,74600,2,11614,1,2
33,315019,4,767391,136000,10,11611,2,4
54,287888,1,948931,107500,3,11615,1,2
79,549895,0,427567,74700,2,11605,2,0
51,1081545,2,1471443,208700,4,11704,1,2
78,318568,0,441782,334000,2,11606,1,0
51,274757,1,568706,465320,4,11616,1,1
50,903591,0,1246609,89000,2,11506,1,2
82,1121877,0,1313302,54900,3,11703,1,0
58,79953,0,558654,105000,2,11616,1,1
68,878761,0,1123599,425900,2,11501,1,1
24,515020,0,281381,110000,1,11603,2,1
45,1150752,3,1503538,135000,5,11704,1,2
42,1186255,2,1583606,132800,5,11706,2,3
62,97722,0,746871,117300,3,11610,1,2
37,1044369,2,1351174,125001,4,11703,1,2
76,751445,0,1250767,56800,2,11506,1,0
25,541439,0,330589,44300,1,11604,2,1
38,994114,0,1355205,140400,3,11703,1,3
79,556586,0,941639,16700,1,11614,2,0
33,726578,0,1051945,235050,2,11502,1,2
54,551085,0,169886,144150,4,11601,1,2
60,1192164,0,1569292,95000,2,11706,1,1
42,551212,0,378700,204300,2,11604,1,1
43,886850,2,1188358,41000,4,11507,1,1
47,419956,0,338350,66000,1,11604,1,1
5,556584,1,121180,-1,1,11602,-1,1
28,537331,0,151544,75000,2,11602,2,2
63,1196309,0,1584393,360000,2,11706,1,1
57,481090,1,444281,31500,6,11606,2,1
60,299056,0,730796,60200,2,11610,1,0
57,528478,0,811556,304000,3,11612,2,2
61,512865,0,763050,45200,2,11611,2,1
49,200625,0,377122,285600,3,11604,1,3
53,556309,0,240010,236000,2,11603,1,2
52,135988,0,886042,115000,2,11613,1,2
34,906563,2,1070439,95000,4,11502,1,1
76,362544,0,157560,111600,2,11601,2,0
70,376837,0,819872,70700,2,11612,1,0
56,26901,0,449996,70850,2,11606,1,0
32,524227,0,654022,32000,2,11609,2,2
28,294836,0,540813,157000,3,11607,1,3
39,92835,2,516016,110000,4,11607,1,2
47,180246,2,229252,250000,4,11601,1,2
66,908672,0,1052841,38600,2,11502,1,1
39,398994,0,645510,120000,2,11608,1,2
42,538485,0,198935,75500,1,11601,1,1
72,424869,0,457478,76700,3,11606,1,1
36,607100,0,9583,80000,1,11802,1,1
46,314686,1,767759,54000,4,11611,1,2
32,1193481,2,1593079,182000,5,11706,1,3
49,42528,0,461671,55000,1,11606,2,1
50,717798,0,1129581,11400,1,11501,2,0
26,536202,0,161856,63040,2,11601,2,2
59,717960,0,1082697,70000,1,11501,2,1
52,526475,0,879637,100400,2,11613,1,2
63,70216,0,541971,0,1,11607,1,0
53,767072,0,1239430,99700,2,11506,1,2
48,422846,0,822329,243700,3,11612,1,3
24,952402,0,1445313,74500,2,11701,2,2
65,555538,0,351716,24000,1,11604,2,0
28,959060,0,1542145,83000,2,11705,1,2
35,536185,0,201730,126500,1,11601,2,1
32,906576,0,1119055,61300,1,11501,2,1
79,576942,0,84239,97000,2,11801,1,0
19,538163,0,141695,0,2,11602,2,0
23,533951,0,309940,1,1,11603,2,0
62,785820,0,1030345,14400,1,11505,2,0
48,621547,1,39025,184051,3,11802,2,2
54,984646,0,1446187,48300,3,11701,1,2
22,521227,0,938271,85000,3,11614,1,3
27,821579,0,1227690,53000,2,11506,2,1
71,1008313,0,1415838,66800,4,11701,1,1
52,412472,0,539529,136000,2,11607,1,2
37,726294,2,1296255,111000,4,11503,1,3
46,804060,1,1087662,204600,4,11501,1,3
59,1028667,0,1523793,124000,2,11705,1,2
54,839869,1,1118882,33650,4,11501,1,2
69,328742,0,594901,16500,1,11608,1,0
40,176306,2,478309,60000,4,11606,2,1
35,663716,1,1053887,135000,3,11502,1,2
45,520954,1,725112,80000,4,11610,2,1
46,533550,0,734665,125000,2,11610,1,2
46,275843,1,694859,437140,4,11609,1,2
42,499896,1,622739,95000,3,11608,1,2
58,1007645,0,1499056,86000,2,11704,1,1
29,608048,0,44865,105800,2,11802,1,2
40,566925,0,34518,90000,1,11802,2,1
47,913570,1,1067245,152000,3,11502,1,2
60,1172066,1,1541469,69000,2,11705,2,1
34,130552,0,373102,40600,1,11604,2,1
46,522775,0,809018,75200,2,11612,2,2
7,84588,4,373644,-1,4,11604,1,1
60,1170747,0,1384450,39600,1,11702,2,0
43,226802,2,506780,194000,4,11607,1,1
31,539559,0,470225,127000,2,11606,2,2
79,360124,0,413649,153000,3,11605,1,2
54,266115,1,707125,132000,4,11610,1,2
69,1186869,0,1603697,28470,2,11706,1,0
46,551159,1,334439,1600,2,11604,2,0
57,803839,0,1282469,246000,2,11503,1,2
47,1100237,0,1498778,94000,1,11704,1,1
48,209120,2,613140,50000,4,11608,2,1
77,985996,0,1331971,21800,2,11703,2,0
58,1087570,0,1374569,100400,3,11702,1,1
64,132542,0,580237,75000,1,11616,1,0
48,342954,0,816951,243700,3,11612,1,3
66,979124,0,1314124,37410,1,11703,2,1
28,826125,0,1235467,55000,2,11506,3,2
57,882266,0,1148015,82400,3,11504,1,3
48,973268,1,1455375,194000,3,11701,1,2
54,1090170,0,1326152,133000,1,11703,1,1
67,666169,0,1062760,160900,2,11502,1,1
50,908545,0,1147611,58000,1,11504,1,1
26,718345,0,1129067,90000,1,11501,2,1
51,1170711,0,1364740,164900,6,11702,1,3
62,181754,0,209968,45950,1,11601,1,0
40,135361,1,849325,107800,5,11612,1,2
59,579604,0,80223,49000,2,11801,1,1
26,544164,0,896845,60000,2,11613,2,2
62,1028939,0,1374996,174000,2,11702,1,2
73,545699,0,351600,34300,1,11604,2,0
38,531908,0,317617,38000,1,11603,3,1
64,890069,0,1171397,89600,2,11504,1,1
40,846904,1,1105938,16000,2,11501,2,0
50,1149102,0,1510016,69000,3,11705,1,2
43,574074,1,87059,162500,3,11801,1,2
45,528553,0,757772,22000,1,11611,2,1
27,989253,1,1351863,58900,4,11703,2,2
36,529312,1,608995,1800,3,11608,2,1
54,66812,1,191604,113300,3,11601,1,3
24,915596,0,1010885,42000,2,11505,2,2
58,556876,0,495888,217650,3,11607,1,3
26,1218172,1,1278524,50000,3,11503,2,2
24,554845,0,276893,93700,2,11603,2,2
53,578592,0,52383,96000,2,11801,1,0
58,292830,0,760760,161150,2,11611,2,1
55,312359,1,856687,129200,5,11613,1,3
77,842059,0,1066447,92600,2,11502,1,0
53,985367,0,1581769,22220,2,11706,1,1
40,71959,2,681331,169000,4,11609,1,2
30,335526,2,736395,143600,5,11610,1,2
57,547009,0,823920,79600,1,11612,1,1
62,187703,0,912845,56000,2,11614,1,0
74,772077,0,1064122,124000,1,11502,2,1
23,554973,0,674751,67000,1,11609,2,1
30,511699,0,278040,106080,1,11603,2,1
45,524709,0,287539,60000,3,11603,2,1
63,515927,0,916132,52300,1,11614,1,0
60,540121,0,871536,126000,4,11613,2,3
70,507720,0,662341,25200,2,11609,1,0
52,669345,0,1308123,8800,1,11503,2,0
47,621219,0,61329,0,1,11801,1,0
45,868311,2,1198064,136000,4,11507,1,2
46,213164,0,355634,0,1,11604,3,0
66,259855,0,479879,103200,2,11606,1,1
50,1002926,0,1448679,129200,2,11701,1,2
57,556833,0,623533,84900,2,11608,1,1
68,554255,0,674252,31600,1,11609,2,1
40,588050,2,51335,10600,4,11802,2,1
58,334280,0,943722,131000,2,11615,1,2
30,636167,3,42304,0,5,11802,1,0
52,547060,0,748574,100000,1,11610,2,1
44,1218248,0,75476,35000,1,11801,2,1
63,434714,0,732672,121100,2,11610,1,1
51,1055522,0,1466686,107750,1,11704,1,1
51,812928,0,1065460,258000,2,11502,1,2
72,1170451,0,1335423,91400,2,11703,1,0
59,452964,2,421275,44000,4,11605,2,2
78,584737,0,4600,62840,2,11802,1,0
43,477192,0,505701,76500,1,11607,2,1
65,1080343,0,1582327,63000,3,11706,1,2
34,515852,0,371689,12500,1,11604,2,0
45,971662,1,1557229,130500,3,11706,1,2
55,511487,0,365408,188000,3,11604,1,2
41,440317,2,205087,202000,4,11601,1,2
79,554437,0,923499,2600,1,11614,1,0
61,556029,0,901440,30200,1,11614,1,1
36,702602,0,1222883,81400,1,11506,2,1
69,602397,0,64133,166590,2,11801,1,2
47,799099,0,1017089,218800,2,11505,1,2
33,877293,0,1087404,46000,2,11501,3,2
66,1011425,0,1588464,57300,1,11706,1,0
44,550196,2,302789,250000,4,11603,2,1
64,638410,0,79441,129200,2,11801,1,2
57,669626,0,1275373,130100,2,11503,1,2
63,516354,0,885613,0,2,11613,2,0
54,1116821,0,1532953,472000,1,11705,1,1
65,618433,1,83705,286000,4,11801,1,2
68,711536,0,1015895,72000,3,11505,1,2
77,528838,0,811717,22800,4,11612,2,1
48,6896,0,982765,314000,2,11615,1,2
53,520343,0,106066,66000,1,11602,2,1
36,286914,0,460087,170000,4,11606,1,3
27,415889,0,375828,40100,1,11604,2,1
65,1025850,0,1523318,95400,2,11705,1,0
22,1038649,0,1370544,48000,3,11702,2,0
38,629654,0,42006,65000,2,11802,2,2
73,729815,0,1135656,27300,2,11504,1,0
55,909785,0,1034530,74000,2,11502,1,2
71,214461,0,166129,68900,1,11601,2,0
48,1162147,0,1446074,265000,2,11701,2,2
28,984835,0,1461470,115200,2,11704,1,2
40,773588,2,1166182,105300,4,11504,1,2
80,250630,0,856941,45600,2,11613,1,0
58,408012,0,821263,121100,3,11612,1,2
71,391369,0,966109,95000,2,11615,1,0
84,682926,0,1309793,12900,1,11503,2,0
26,1178166,0,1527124,105000,4,11705,3,1
42,693975,6,1217394,87360,9,11507,1,4
34,1039453,2,1460331,115000,4,11704,2,2
56,1200361,0,1589494,223000,3,11706,1,2
56,469390,0,386507,8800,1,11605,2,0
63,554598,0,411026,200000,1,11605,1,1
43,438805,0,419353,230000,2,11605,1,2
21,539648,0,121864,0,2,11602,2,0
53,554786,0,576353,111900,3,11616,1,3
64,1189088,0,1540181,0,3,11705,1,0
67,1019724,0,1542351,85000,1,11705,1,1
63,536630,0,434251,72330,1,11605,2,1
43,88081,1,447276,73000,3,11606,1,2
61,753558,1,1051196,83500,4,11502,1,1
60,834757,0,1260993,277600,2,11506,1,2
60,548907,0,248506,30020,1,11603,2,1
32,175368,0,587592,78000,1,11616,1,1
45,555722,0,418252,100000,1,11605,1,1
32,555767,0,675715,32000,2,11609,2,2
65,555866,0,826332,151000,3,11612,1,2
27,512944,0,240313,228000,2,11603,2,2
58,1050846,0,1428702,153760,2,11701,1,2
54,648210,1,101085,110700,3,11801,1,2
25,747593,0,1034018,72000,2,11502,2,1
47,17539,2,215851,151208,4,11601,1,2
36,748733,4,1170878,34000,6,11504,2,2
45,286371,2,231140,50000,4,11601,1,1
27,537142,0,283678,235000,2,11603,2,2
41,1218168,7,1306746,1260,9,11503,2,1
38,305205,2,914219,100000,4,11614,1,1
35,1018282,2,1360969,49500,5,11702,2,1
24,532146,0,238370,120150,1,11603,2,1
67,973919,2,1328798,110800,6,11703,1,1
49,48178,0,813459,72700,3,11612,2,1
20,877721,0,1111828,36700,3,11501,2,3
50,409699,1,583306,202800,4,11616,1,3
52,62008,0,731782,124000,2,11610,1,2
41,174136,0,672829,94300,2,11609,2,2
26,697780,2,1207129,65700,5,11507,2,2
53,1004331,1,1431258,161550,3,11701,1,2
44,1105591,0,1337217,153000,2,11703,1,2
75,1127805,0,1437230,8400,1,11701,3,0
85,310424,0,187662,27400,2,11601,1,0
71,550956,0,351698,79400,1,11604,2,0
74,550715,0,434657,25200,1,11605,2,0
33,515667,0,539052,210000,2,11607,2,2
68,515694,0,337878,7200,1,11604,2,0
27,544614,0,554551,65500,2,11616,2,2
75,145590,0,772010,66500,2,11611,1,0
33,43923,2,418111,227600,4,11605,1,2
80,632430,0,47447,31500,1,11802,2,0
51,1104074,1,1533913,200000,3,11705,2,2
34,871606,4,1024736,68000,6,11505,1,1
49,647455,1,9358,250800,4,11802,1,3
37,519302,0,954207,85000,2,11615,1,2
56,813917,0,992639,95000,1,11505,1,1
64,1062773,0,1330083,175000,2,11703,1,2
76,549022,0,223812,11600,2,11601,2,0
69,62142,0,891410,66100,1,11613,1,0
46,146931,1,788555,54000,4,11611,1,2
33,427653,2,105419,77290,4,11602,2,1
65,834714,0,1261125,73600,2,11506,1,1
37,454298,2,947514,20000,4,11615,1,1
69,596132,0,84404,126000,3,11801,2,2
48,232914,2,350522,523000,4,11604,1,2
45,208369,4,642474,200400,6,11608,1,1
55,1032143,0,1604267,130000,3,11706,1,2
35,1154696,3,1503626,74800,5,11704,1,1
62,1089286,1,1578315,63000,2,11706,1,1
74,700296,0,1226181,18800,1,11506,2,0
67,114137,0,592061,642500,2,11608,1,1
47,390178,1,383073,13900,3,11605,1,0
55,404224,0,857034,48000,3,11613,1,3
88,1006128,0,1352342,51500,2,11703,2,0
40,522747,0,174977,70000,2,11601,2,2
32,991404,0,1454087,93000,4,11701,2,1
54,614497,1,101177,87000,4,11801,1,2
40,470760,2,175794,123000,4,11601,1,2
19,532546,0,109773,13500,2,11602,2,2
73,96675,0,570216,51700,2,11616,1,0
39,604525,2,45724,105000,4,11802,2,2
66,852800,0,1107693,85000,2,11501,1,0
30,682402,3,1163213,79200,8,11504,1,3
45,1198597,1,1588227,117200,4,11706,1,2
62,554390,0,925653,76000,2,11614,1,1
69,737629,0,1053822,53000,2,11502,1,0
66,1189409,0,1540467,70110,2,11705,1,1
70,530311,0,715855,9380,1,11610,2,0
50,100356,0,956093,235000,2,11615,1,2
25,1184215,1,1575843,159000,6,11706,1,6
66,539095,0,760449,59700,1,11611,1,0
58,701300,0,1253079,100100,2,11506,2,2
39,513917,0,770526,2400,1,11611,2,0
64,525110,0,491758,123000,1,11607,1,1
53,841036,0,1244857,105000,1,11506,2,1
42,539777,0,196977,41500,1,11601,2,0
75,710609,0,1186803,37600,1,11507,1,0
72,556299,0,257712,127000,2,11603,1,0
50,639888,0,53779,124400,2,11801,1,1
58,1080249,0,1477065,190000,3,11704,1,2
79,533654,0,241745,127800,2,11603,2,0
54,388979,1,115337,223000,5,11602,1,2
74,253768,0,258489,80000,2,11603,1,0
48,894345,0,1089015,57980,1,11501,1,1
48,198279,1,948979,83000,4,11615,1,2
52,240000,1,454691,150000,3,11606,1,1
43,792493,2,1131765,89230,4,11504,1,2
27,1173013,0,1359697,65650,1,11702,2,1
65,610963,0,92425,86430,2,11801,1,0
45,1127511,0,1404973,130000,2,11702,1,2
53,555369,0,611359,15000,1,11608,2,1
37,1202056,0,1322914,18000,2,11703,2,2
50,401253,1,291333,44000,2,11603,1,1
37,873918,3,1108988,182000,5,11501,1,2
52,554489,0,675236,126000,2,11609,1,2
45,836540,3,1244239,170600,5,11506,1,1
37,20006,1,985988,48700,4,11615,2,2
54,1161284,0,1437192,41060,1,11701,1,1
30,546202,0,706670,133050,3,11610,1,3
51,510658,0,542937,3400,1,11607,2,0
40,227277,3,935718,25000,5,11614,2,1
38,199314,2,423526,205000,4,11605,2,2
48,910102,1,1042229,145000,3,11502,1,2
56,194497,0,450810,129500,1,11606,1,1
28,770293,3,1225154,118000,5,11506,2,2
84,555544,0,385720,22800,1,11605,1,0
48,414515,2,973151,67000,3,11615,1,1
57,73125,2,657527,80000,4,11609,1,1
31,700176,0,1225249,32000,1,11506,2,1
51,262244,0,610293,220700,2,11608,1,2
7,383967,2,426340,224380,2,11605,1,1
67,751923,0,1004576,90100,2,11505,1,0
42,237065,0,487264,214000,3,11606,1,3
29,540965,0,781964,44000,1,11611,2,1
51,839546,3,1310236,33000,5,11503,2,1
52,1198752,0,1587393,30700,2,11706,1,1
50,1055166,1,1467698,231100,3,11704,1,2
61,866040,0,1007301,134900,2,11505,1,1
43,953284,1,1387562,42000,2,11702,2,1
30,554277,0,463939,65000,1,11606,2,1
28,480031,0,216201,113000,2,11601,2,2
29,813321,0,1051944,120000,2,11502,1,2
59,594354,0,73479,46500,1,11801,1,1
39,952892,0,1428491,82000,1,11701,2,1
48,692392,1,1169826,53600,3,11504,2,1
62,414055,0,863238,100000,2,11613,1,1
52,744928,1,1263636,107600,4,11506,1,2
68,161868,0,112282,165200,2,11602,1,0
72,1194794,0,1601684,136780,5,11706,1,3
23,620169,0,62036,46000,1,11801,2,1
48,515076,3,191761,130000,6,11601,2,2
56,647581,0,62103,173500,2,11801,1,2
52,521076,0,254579,122000,2,11603,2,1
40,542517,0,140109,1200,1,11602,2,1
33,672116,0,1045316,44000,1,11502,2,1
59,132562,2,368215,89500,5,11604,1,3
45,782193,2,1200323,57000,5,11507,1,0
57,324409,0,357961,203000,4,11604,1,2
40,1149535,1,1558764,267200,3,11706,1,2
74,520750,0,177955,18400,1,11601,2,0
80,556304,0,664217,23400,1,11609,1,0
57,716067,2,1215741,91000,4,11507,1,1
75,473445,0,792656,42500,2,11611,1,0
61,97049,0,780915,87000,1,11611,1,1
69,997349,0,1341652,71300,1,11703,1,1
48,530436,0,381115,64000,1,11605,2,1
27,238340,3,325825,6000,5,11604,2,0
45,774407,0,1099270,110000,2,11501,1,2
